"age","games_played","games_started","average_no_of_minutes_player_per_game","percentage_of_field_goals_made","percentage_of_3_pointers_made","percentage_of_2_pointers_made","effective_field_goals_made","percentage_of_free_throws_made","average_rebounds_per_game","average_assists_per_game","average_steals_per_game","average_blocks_per_game","average_turnovers_per_game","average_points_per_game"
28.583290691115,31.3324332029559,-0.305248945578933,17.0824112699926,0.377053397734463,0.160526790107228,0.404704250676837,0.385460168700665,0.999688936491311,1.186897835657,1.87720876258798,0.513294817246497,-0.00386916548945009,0.647754238899797,7.24580436591059
22.6757227503695,59.2673914311454,16.4954053992406,16.2643233939912,0.40265758258244,0.211054544682521,0.414094497396704,0.408739834283758,0.672195814504288,2.03375727568753,0.949023280665278,0.572893952541053,0.186299450471997,1.14596619823948,6.40838073325343
20.498020349443,82.2625164371915,81.6966324765235,35.9781946608704,0.485167103087902,0.412470924721658,0.48767709788261,0.4927089409546,0.784536429359764,7.09498674543574,2.65888979854062,1.07404308495112,0.911597121795639,3.04789358489215,22.344387350101
24.3210155379027,60.3835313919,21.5225548586808,21.5722048270796,0.427413348502386,0.374776745958254,0.46894632639559,0.509712895948626,0.784590846564714,2.34201421022415,3.55388686109334,1.14483283180743,0.248763670912012,1.85181078379974,8.13068572299555
23.9701727835462,37.3460477832705,3.34393976675346,13.4990926381946,0.413948522118386,0.313515335903689,0.49415081007937,0.482736452525295,0.67598358802991,1.34083734636195,1.90639755076729,0.727569565726444,0.0767700829450042,1.33251263626851,4.49223422133364
23.5985168921761,23.5061019700021,19.3987993422896,34.7107622449566,0.435019337795209,0.410728441532236,0.454527030781005,0.52465118658822,0.845864400080591,4.31553581092507,5.98784168045036,1.94511483283713,0.358992950739339,2.775812974656,14.0126369190961
21.4312885811552,81.6595662964508,82.0339920181781,40.1327260420099,0.427748068781383,0.36366333462745,0.453031275983714,0.478440386170056,0.874821089988109,4.88279636669904,4.30189060660079,1.41593186339363,0.132291621239856,3.16784967549145,19.5588609919511
23.394482833147,65.694093512278,13.1917143180966,27.9331517256796,0.4081100875156,0.201523672449682,0.44195829030592,0.421884893892799,0.872525334685855,2.7597603870742,3.42890615428798,1.26441540566273,0.163902309695259,1.87243518387899,11.7442587345466
33.0726004022174,50.5292033224367,-0.524730318691581,7.94119167992845,0.444162897048891,0.000536134517658473,0.474542850634362,0.443944178925455,0.390094381047785,2.36581681572832,0.354926819466054,0.381781520117074,0.236345401220024,0.329178435439244,1.7470974336192
26.8326262987219,61.3578903434798,56.2102057439275,30.4448203962483,0.39836067817146,0.355816307711415,0.411597611561883,0.440235624736175,0.789326837394945,2.84885111209936,5.64614433886483,1.42264386528172,0.0196323481667786,2.27419968449511,12.2141304754466
26.7166249358095,45.5669691346586,40.5330350192264,32.6435714763869,0.386716401942261,0.352490838722792,0.398027962542512,0.432549344491772,0.771888536783308,3.00876998447813,5.43622888119891,1.34066682579927,0.0514261159300802,2.51700892149471,12.5676906186529
26.9017552527599,15.717722791899,16.2066222880967,24.0734827886429,0.43442519205641,0.369721608546935,0.450473035351653,0.468464367690776,0.836523349999543,2.38481048801914,6.30154331842437,1.61986345726997,-0.00391730851493775,1.76980390738696,11.1976476277597
29.8211184980348,58.1032227880321,43.4280762695707,29.2945846144669,0.455303717161156,0.359480815859512,0.492926734085288,0.50616848483989,0.63752740189312,5.08388823028654,2.04820867482573,1.22057345462032,0.355718834670261,1.52933220827021,15.3336594050378
23.7450466146693,81.65638495069,1.96286505563185,19.4663318027649,0.538480410907324,0.219133546998538,0.55966603319291,0.54476712796744,0.734406576022692,2.80341506146826,1.14950165694579,0.800707674585283,0.217456981102005,1.1436527091451,8.35478733562864
22.931261049211,40.5422290484421,7.89178971163929,16.5450134759862,0.397993799377885,0.187452884221915,0.413865568127576,0.405428992652055,0.716417371136043,3.80336620572954,0.878779884120449,0.783260765206069,0.739004925591871,1.00869778960943,5.89690725112334
29.9962688628584,79.5977880789898,-0.316597468033433,12.7932603793498,0.429929958240502,0.414737066678796,0.44155589896217,0.523796734564099,0.662416831665114,1.40441455743276,2.59910818036646,0.788957363786176,-0.0416640867479144,1.04435213170014,5.22312665385194
30.0327061378397,66.2045335315168,0.430566398240626,12.5699798173271,0.492832039516326,0.256403435562458,0.539073909650184,0.514330869506113,0.840559326507524,1.19550878617913,2.32536358739249,0.457672522459179,0.0489314879570155,0.643396529490128,4.05062861765735
30.0170583399944,4.37391550466418,0.203280684538186,14.7665456017572,0.315748153623007,0.000548491031024575,0.332960117918719,0.31574957018476,0.713756681012269,1.75175862279721,1.54288177594542,0.948230090504512,-0.0228299649339168,1.84833412092179,4.26221810508519
30.0954249297269,62.447153815534,-0.562717826943845,12.5588016975298,0.509582392892148,0.264733446960338,0.563075669200811,0.533684346120525,0.860545622283593,1.08915132468566,2.31898552522063,0.436199415177107,0.00173844957724213,0.621724343178794,3.85167607138865
29.4737534773536,47.6156870928593,17.4236532632262,25.7762925805058,0.410626017367188,0.367739899025857,0.419916645978671,0.442600243656151,0.853420645110309,3.26678695050068,4.92489864227362,1.16725707256235,0.084079392887652,2.35399453722872,9.21714124531485
30.1483924051747,46.0113435732201,11.74033244038,14.8523967064265,0.319567717560474,0.283692519696243,0.374430416166689,0.405431068539713,0.632240861957148,2.2530068001803,0.542784870229662,0.605579464584589,0.276210663216189,0.582650879127905,2.41899914883077
27.4967377807945,78.5561997849494,50.2822166885249,29.1326393079199,0.465958040471282,-0.000121068442426615,0.469942632478569,0.466481996831018,0.669575378441904,7.13855206709355,2.18566788063385,0.777035715067759,0.680363285001367,2.60564634560607,13.5257212978229
